Genre,Name,Platform,Publisher,Rank,Year,% Europe,% Japan,% North America,% Other,Europe Sales,Global Sales,Japan Sales,North America Sales,Number of Video Games,Other Sales
Role-Playing,Fallout 3,X360,Bethesda Softworks,209,2008,21%,2%,68%,9%,1.03,4.96,0.09,3.39,1,0.44
Role-Playing,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,Nintendo,210,2007,24%,31%,37%,7%,1.2,4.96,1.54,1.85,1,0.37
Action,Uncharted: Drake's Fortune,PS3,Sony Computer Entertainment,211,2007,35%,2%,47%,16%,1.73,4.94,0.12,2.31,1,0.78
Sports,Madden NFL 06,PS2,Electronic Arts,212,2005,5%,0%,81%,13%,0.26,4.91,0.01,3.98,1,0.66
Action,LEGO Star Wars: The Complete Saga,DS,LucasArts,213,2007,31%,0%,59%,9%,1.54,4.9,0,2.89,1,0.46
Racing,Diddy Kong Racing,N64,Nintendo,214,1997,20%,18%,60%,2%,0.99,4.88,0.89,2.91,1,0.1
Role-Playing,Monster Hunter Freedom 3,PSP,Capcom,215,2010,0%,100%,0%,0%,0,4.87,4.87,0,1,0
Puzzle,"Dr, Mario",NES,Nintendo,216,1990,12%,31%,54%,2%,0.6,4.85,1.52,2.62,1,0.1
Action,God of War III,PS3,Sony Computer Entertainment,217,2010,28%,2%,57%,13%,1.36,4.84,0.12,2.74,1,0.63
Strategy,StarCraft II: Wings of Liberty,PC,Activision,218,2010,35%,0%,53%,12%,1.68,4.83,0,2.56,1,0.59
Adventure,Assassin's Creed,PS3,Ubisoft,219,2007,41%,2%,40%,17%,2,4.83,0.09,1.91,1,0.83
Sports,FIFA 15,PS3,Electronic Arts,220,2014,65%,1%,12%,22%,3.14,4.82,0.04,0.57,1,1.07
Racing,Crash Team Racing,PS,Sony Computer Entertainment,221,1999,33%,9%,54%,4%,1.57,4.79,0.44,2.57,1,0.21
Sports,FIFA 17,PS4,Electronic Arts,222,2016,79%,1%,6%,14%,3.75,4.77,0.06,0.28,1,0.69
Action,Batman: Arkham City,X360,"Warner Bros, Interactive Entertainment",223,2011,28%,1%,63%,9%,1.31,4.76,0.04,2.99,1,0.41
Action,Driver 2,PS,Atari,224,2000,44%,0%,50%,5%,2.1,4.73,0.02,2.36,1,0.25
Racing,The Simpsons: Hit & Run,PS2,Vivendi Games,225,2003,47%,0%,37%,17%,2.19,4.7,0,1.73,1,0.79
Sports,Tony Hawk's Pro Skater 2,PS,Activision,226,2000,30%,0%,65%,4%,1.41,4.68,0.02,3.05,1,0.2
Simulation,Animal Crossing: City Folk,Wii,Nintendo,227,2008,24%,28%,40%,8%,1.12,4.68,1.32,1.87,1,0.37
Action,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,228,2002,42%,2%,42%,15%,1.95,4.67,0.08,1.94,1,0.7
Racing,Forza Motorsport 4,X360,Microsoft Game Studios,229,2011,44%,1%,45%,10%,2.04,4.64,0.06,2.08,1,0.47
Action,Tomb Raider,PS,Eidos Interactive,230,1996,43%,3%,49%,5%,1.97,4.63,0.13,2.29,1,0.24
Misc,Guitar Hero III: Legends of Rock,Wii,Activision,231,2007,24%,0%,66%,10%,1.12,4.62,0,3.06,1,0.44
Action,The Legend of Zelda: A Link to the Past,SNES,Nintendo,232,1991,20%,25%,52%,3%,0.91,4.61,1.15,2.42,1,0.13
Action,The Legend of Zelda: The Wind Waker,GC,Nintendo,233,2002,22%,19%,57%,3%,0.99,4.6,0.89,2.6,1,0.13
Sports,Mario & Sonic at the Olympic Winter Games,Wii,Sega,234,2009,43%,5%,41%,10%,1.99,4.58,0.22,1.89,1,0.48
Action,Luigi's Mansion: Dark Moon,3DS,Nintendo,235,2013,30%,24%,39%,7%,1.39,4.58,1.1,1.78,1,0.3
Shooter,Splatoon,WiiU,Nintendo,236,2015,25%,32%,34%,9%,1.15,4.57,1.44,1.55,1,0.43
Action,The Last of Us,PS4,Sony Computer Entertainment,237,2014,41%,2%,39%,18%,1.87,4.55,0.07,1.78,1,0.82
Misc,Guitar Hero III: Legends of Rock,X360,Activision,238,2007,20%,0%,70%,9%,0.92,4.53,0.01,3.19,1,0.42
Sports,Madden NFL 2005,PS2,Electronic Arts,239,2004,6%,0%,92%,2%,0.26,4.53,0.01,4.18,1,0.08
Platform,Pitfall!,2600,Activision,240,1981,5%,0%,94%,1%,0.24,4.5,0,4.21,1,0.05
Sports,Madden NFL 07,PS2,Electronic Arts,241,2006,5%,0%,81%,14%,0.24,4.49,0.01,3.63,1,0.61
Action,Spider-Man: The Movie,PS2,Activision,242,2002,34%,1%,60%,5%,1.51,4.48,0.03,2.71,1,0.23
Role-Playing,Dragon Quest VII: Warriors of Eden,PS,Enix Corporation,243,2000,3%,92%,4%,0%,0.14,4.47,4.1,0.2,1,0.02
Action,Uncharted: The Nathan Drake Collection,PS4,Sony Computer Entertainment,244,2015,38%,2%,44%,17%,1.69,4.47,0.08,1.96,1,0.74
Shooter,Call of Duty: Advanced Warfare,PS3,Activision,245,2014,44%,4%,35%,17%,1.94,4.45,0.19,1.54,1,0.77
Action,God of War,PS2,Sony Computer Entertainment,246,2005,29%,0%,61%,10%,1.29,4.45,0.02,2.71,1,0.43
Misc,Nintendo Land,WiiU,Nintendo,247,2012,25%,10%,57%,7%,1.11,4.44,0.46,2.55,1,0.33
Misc,Michael Jackson: The Experience,Wii,Ubisoft,248,2010,31%,0%,60%,9%,1.35,4.42,0.01,2.67,1,0.39
Sports,Tony Hawk's Pro Skater 3,PS2,Activision,249,2001,29%,0%,60%,10%,1.29,4.41,0.01,2.66,1,0.46
Sports,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami Digital Entertainment,250,2006,54%,24%,2%,20%,2.39,4.39,1.05,0.1,1,0.86
Role-Playing,The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive,251,2006,24%,3%,64%,9%,1.05,4.39,0.13,2.82,1,0.4
Adventure,Zelda II: The Adventure of Link,NES,Nintendo,252,1987,11%,37%,50%,2%,0.5,4.38,1.61,2.19,1,0.08
Racing,Need for Speed: Most Wanted,PS2,Electronic Arts,253,2005,41%,2%,46%,11%,1.79,4.37,0.08,2.03,1,0.47
Shooter,Resistance: Fall of Man,PS3,Sony Computer Entertainment,254,2006,40%,3%,40%,17%,1.73,4.35,0.14,1.73,1,0.75
Platform,Sonic the Hedgehog,GEN,Sega,255,1991,21%,6%,70%,3%,0.91,4.34,0.26,3.03,1,0.13
Role-Playing,Kingdom Hearts II,PS2,Square Enix,256,2005,13%,32%,51%,4%,0.58,4.33,1.38,2.2,1,0.17
Sports,FIFA 14,X360,Electronic Arts,257,2013,68%,0%,21%,11%,2.93,4.31,0.01,0.92,1,0.46
Shooter,Call of Duty: Advanced Warfare,X360,Activision,258,2014,27%,0%,64%,9%,1.18,4.31,0,2.75,1,0.37
Shooter,Asteroids,2600,Atari,259,1980,6%,0%,93%,1%,0.26,4.31,0,4,1,0.05
Role-Playing,Fable II,X360,Microsoft Game Studios,260,2008,29%,3%,58%,10%,1.27,4.31,0.11,2.51,1,0.41
Shooter,Halo 5: Guardians,XOne,Microsoft Game Studios,261,2015,28%,1%,62%,9%,1.2,4.26,0.03,2.64,1,0.39
Platform,Super Mario 3D World,WiiU,Nintendo,262,2013,26%,17%,50%,7%,1.11,4.25,0.72,2.11,1,0.3
Action,Batman: Arkham Asylum,PS3,Eidos Interactive,263,2009,32%,2%,52%,14%,1.34,4.25,0.07,2.23,1,0.61
Action,Assassin's Creed: Revelations,PS3,Ubisoft,264,2011,48%,2%,33%,17%,2.02,4.24,0.1,1.41,1,0.72
Misc,Namco Museum,GBA,Namco Bandai Games,265,2001,26%,1%,71%,2%,1.11,4.24,0.05,3,1,0.07
Action,Metal Gear Solid 3: Snake Eater,PS2,Konami Digital Entertainment,266,2004,0%,20%,35%,46%,0,4.23,0.83,1.46,1,1.93
Platform,Daxter,PSP,Sony Computer Entertainment,267,2006,24%,0%,58%,18%,1.02,4.22,0,2.45,1,0.75
Strategy,Warcraft II: Tides of Darkness,PC,Activision,268,1995,54%,0%,40%,5%,2.27,4.21,0,1.7,1,0.23
Action,The Legend of Zelda: Ocarina of Time,3DS,Nintendo,269,2011,30%,15%,48%,7%,1.27,4.21,0.62,2.03,1,0.3
Sports,FIFA Soccer 06,PS2,Electronic Arts,270,2005,61%,1%,19%,20%,2.55,4.21,0.04,0.78,1,0.84
Misc,EyeToy Play,PS2,Sony Computer Entertainment,271,2003,55%,5%,21%,20%,2.3,4.2,0.2,0.88,1,0.83
Shooter,Uncharted 4: A Thief's End,PS4,Sony Computer Entertainment,272,2016,49%,4%,31%,15%,2.07,4.2,0.18,1.3,1,0.65
Racing,Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment,273,2007,44%,14%,30%,13%,1.83,4.2,0.57,1.28,1,0.53
Action,Assassin's Creed: Revelations,X360,Ubisoft,274,2011,35%,1%,54%,10%,1.47,4.19,0.04,2.25,1,0.43
Fighting,Street Fighter IV,PS3,Capcom,275,2009,25%,14%,48%,13%,1.06,4.19,0.58,2.02,1,0.53
Sports,FIFA 12,X360,Electronic Arts,276,2011,67%,0%,20%,13%,2.79,4.19,0.02,0.84,1,0.53
Action,Teenage Mutant Ninja Turtles,NES,Palcom,277,1989,11%,7%,81%,1%,0.44,4.17,0.31,3.38,1,0.04
Racing,Excitebike,NES,Nintendo,278,1984,12%,38%,49%,2%,0.48,4.16,1.57,2.04,1,0.07
Action,Frogger,PS,Hasbro Interactive,279,1997,6%,0%,91%,3%,0.27,4.16,0,3.79,1,0.11
Sports,Madden NFL 2003,PS2,Electronic Arts,280,2002,5%,0%,81%,14%,0.21,4.14,0.01,3.36,1,0.56
Action,Watch Dogs,PS4,Ubisoft,281,2014,45%,3%,34%,19%,1.86,4.14,0.11,1.4,1,0.77
Shooter,Half-Life,PC,Vivendi Games,282,1997,0%,2%,98%,0%,0,4.12,0.09,4.03,1,0
Platform,Super Mario World 2: Yoshi's Island,SNES,Nintendo,283,1995,15%,43%,40%,2%,0.61,4.12,1.76,1.65,1,0.09
Sports,FIFA Soccer 07,PS2,Electronic Arts,284,2006,60%,1%,17%,22%,2.48,4.11,0.03,0.71,1,0.89
Action,The Legend of Zelda: Skyward Sword,Wii,Nintendo,285,2011,29%,9%,52%,10%,1.2,4.1,0.37,2.14,1,0.4
Fighting,Street Fighter II Turbo,SNES,Capcom,286,1992,12%,51%,35%,2%,0.51,4.1,2.1,1.42,1,0.07
Misc,Carnival Games,Wii,Take-Two Interactive,287,2007,37%,1%,52%,10%,1.5,4.1,0.05,2.13,1,0.42
Role-Playing,Fallout 4,XOne,Bethesda Softworks,288,2015,31%,0%,60%,9%,1.26,4.09,0.01,2.45,1,0.37
Role-Playing,World of Warcraft: The Burning Crusade,PC,Activision,289,2007,37%,0%,63%,0%,1.52,4.09,0,2.57,1,0
Role-Playing,Fallout: New Vegas,X360,Bethesda Softworks,290,2010,26%,1%,65%,8%,1.06,4.08,0.04,2.65,1,0.33
Action,God of War II,PS2,Sony Computer Entertainment,291,2007,1%,1%,57%,41%,0.04,4.07,0.04,2.32,1,1.67
Racing,Forza Motorsport 2,X360,Microsoft Game Studios,292,2007,32%,1%,58%,10%,1.28,4.06,0.03,2.35,1,0.41
Sports,World Soccer Winning Eleven 9,PS2,Konami Digital Entertainment,293,2005,56%,22%,3%,19%,2.26,4.06,0.9,0.12,1,0.77
Misc,"Namco Museum Vol,3",PS,Sony Computer Entertainment,294,1996,38%,4%,56%,1%,1.55,4.05,0.16,2.28,1,0.06
Fighting,Tekken Tag Tournament,PS2,Namco Bandai Games,295,2000,37%,13%,41%,9%,1.51,4.05,0.51,1.68,1,0.35
Shooter,Far Cry 4,PS4,Ubisoft,296,2014,53%,2%,28%,17%,2.12,4.03,0.1,1.12,1,0.69
Shooter,Star Fox 64,N64,Nintendo,297,1997,14%,16%,69%,1%,0.58,4.03,0.64,2.78,1,0.04
Misc,Minecraft,PS4,Sony Computer Entertainment Europe,298,2014,47%,3%,34%,16%,1.87,4.02,0.12,1.38,1,0.65
Sports,Golf,NES,Nintendo,299,1984,7%,61%,30%,1%,0.28,4.01,2.46,1.22,1,0.04
Role-Playing,Fallout 3,PS3,Bethesda Softworks,300,2008,30%,2%,54%,15%,1.2,4.01,0.07,2.15,1,0.59
Puzzle,Professor Layton and the Diabolical Box,DS,Nintendo,301,2007,45%,23%,23%,9%,1.78,4,0.92,0.92,1,0.37
Shooter,Left 4 Dead 2,X360,Electronic Arts,302,2009,22%,1%,67%,9%,0.89,3.99,0.05,2.67,1,0.37
Misc,Namco Museum: 50th Anniversary,PS2,Namco Bandai Games,303,2005,34%,0%,52%,14%,1.35,3.98,0,2.08,1,0.54
Sports,EA Sports Active,Wii,Electronic Arts,304,2009,35%,2%,54%,10%,1.36,3.92,0.06,2.1,1,0.4
Action,Assassin's Creed: Unity,PS4,Ubisoft,305,2014,50%,2%,30%,18%,1.96,3.92,0.08,1.18,1,0.7
Platform,Donkey Kong Land,GB,Nintendo,306,1994,19%,27%,50%,3%,0.76,3.91,1.07,1.97,1,0.11
Sports,Tony Hawk's Underground,PS2,Activision,307,2003,30%,0%,59%,11%,1.17,3.9,0.01,2.29,1,0.42
Action,Assassin's Creed IV: Black Flag,PS3,Ubisoft,308,2013,44%,3%,34%,19%,1.71,3.89,0.13,1.33,1,0.73
Role-Playing,Monster Hunter 4 Ultimate,3DS,Nintendo,309,2014,13%,67%,17%,3%,0.49,3.89,2.62,0.67,1,0.11
Racing,MotorStorm,PS3,Sony Computer Entertainment,310,2006,41%,2%,39%,17%,1.61,3.88,0.06,1.53,1,0.67
Role-Playing,The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,311,2011,54%,0%,30%,16%,2.09,3.88,0,1.15,1,0.64
Fighting,Tekken 5,PS2,Namco Bandai Games,312,2005,50%,8%,24%,18%,1.94,3.87,0.31,0.93,1,0.7
Role-Playing,Dragon Warrior III,NES,Enix Corporation,313,1988,0%,97%,3%,0%,0,3.87,3.77,0.1,1,0
Sports,Sports Champions,PS3,Sony Computer Entertainment,314,2010,29%,3%,55%,13%,1.14,3.87,0.1,2.12,1,0.51
Sports,NBA 2K16,PS4,Take-Two Interactive,315,2015,17%,1%,64%,18%,0.65,3.85,0.03,2.48,1,0.69
Sports,World Soccer Winning Eleven 8 International,PS2,Konami Digital Entertainment,316,2004,49%,29%,4%,18%,1.89,3.85,1.12,0.16,1,0.68
Misc,Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,317,2007,41%,27%,23%,9%,1.57,3.84,1.05,0.87,1,0.35
Misc,"Namco Museum Vol,1",PS,Sony Computer Entertainment,318,1995,38%,6%,55%,2%,1.44,3.84,0.22,2.12,1,0.06
Action,The Legend of Zelda: Link's Awakening,GB,Nintendo,319,1992,25%,14%,58%,3%,0.96,3.83,0.54,2.21,1,0.13
Role-Playing,Mario & Luigi: Bowser's Inside Story,DS,Nintendo,320,2009,13%,21%,59%,7%,0.48,3.83,0.81,2.26,1,0.27
Misc,Big Brain Academy: Wii Degree,Wii,Nintendo,321,2007,51%,11%,28%,11%,1.93,3.82,0.41,1.06,1,0.43
Simulation,Nintendogs + cats,3DS,Nintendo,322,2011,36%,19%,38%,7%,1.37,3.81,0.73,1.44,1,0.27
Action,Batman: Arkham Knight,PS4,"Warner Bros, Interactive Entertainment",323,2015,42%,3%,39%,16%,1.58,3.79,0.1,1.49,1,0.61
Sports,Mario & Sonic at the London 2012 Olympic Games,Wii,Sega,324,2011,51%,7%,30%,12%,1.91,3.78,0.27,1.14,1,0.46
Action,LEGO Indiana Jones: The Original Adventures,X360,Activision,325,2008,27%,0%,63%,10%,1.03,3.78,0,2.4,1,0.36
Action,Resident Evil Director's Cut,PS,Virgin Interactive,326,1996,33%,12%,48%,7%,1.24,3.77,0.47,1.82,1,0.25
Platform,Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment,327,2007,37%,3%,37%,23%,1.4,3.77,0.1,1.4,1,0.87
Misc,Just Dance 2014,Wii,Ubisoft,328,2013,39%,0%,53%,9%,1.47,3.76,0,1.98,1,0.32
Simulation,The Sims: Unleashed,PC,Electronic Arts,329,2002,41%,0%,54%,5%,1.56,3.76,0,2.03,1,0.17
Platform,Super Paper Mario,Wii,Nintendo,330,2007,23%,16%,53%,9%,0.88,3.76,0.59,1.98,1,0.32
Action,Harry Potter and the Sorcerer's Stone,PS,Electronic Arts,331,2001,54%,4%,37%,6%,2,3.73,0.14,1.37,1,0.22
Role-Playing,The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,332,2015,54%,6%,26%,15%,2,3.73,0.21,0.96,1,0.56
Action,Resident Evil 3: Nemesis,PS,Eidos Interactive,333,1999,21%,41%,35%,3%,0.77,3.72,1.54,1.3,1,0.11
Platform,Spyro: Year of the Dragon,PS,Sony Computer Entertainment,334,2000,43%,0%,52%,5%,1.58,3.71,0,1.93,1,0.19
Sports,FIFA Soccer 2005,PS2,Electronic Arts,335,2004,67%,1%,16%,16%,2.48,3.7,0.04,0.58,1,0.59
Strategy,Pok̩mon Trading Card Game,GB,Nintendo,336,1998,20%,37%,40%,3%,0.73,3.7,1.38,1.49,1,0.1
Shooter,Battlefield 4,PS3,Electronic Arts,337,2013,41%,7%,35%,17%,1.51,3.69,0.27,1.3,1,0.61
Simulation,MySims,DS,Electronic Arts,338,2007,44%,2%,43%,11%,1.61,3.69,0.08,1.59,1,0.41
Misc,Friend Collection,DS,Nintendo,339,2009,0%,100%,0%,0%,0,3.67,3.67,0,1,0
Sports,Tony Hawk's Pro Skater 4,PS2,Activision,340,2002,32%,0%,58%,10%,1.18,3.67,0.01,2.13,1,0.35
Racing,Midnight Club 3: DUB Edition,PSP,Take-Two Interactive,341,2005,33%,0%,45%,22%,1.22,3.66,0,1.65,1,0.79
Platform,Banjo-Kazooie,N64,Nintendo,342,1998,31%,15%,51%,3%,1.13,3.65,0.55,1.87,1,0.1
Shooter,"SOCOM: U,S, Navy SEALs",PS2,Sony Computer Entertainment,343,2002,22%,2%,69%,7%,0.81,3.65,0.06,2.53,1,0.24
Misc,Guitar Hero: World Tour,Wii,Activision,344,2008,27%,0%,64%,10%,0.97,3.65,0,2.33,1,0.35
Racing,Gran Turismo 6,PS3,Sony Computer Entertainment,345,2013,49%,11%,20%,20%,1.8,3.64,0.4,0.71,1,0.74
Platform,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,346,2001,30%,4%,57%,9%,1.09,3.64,0.15,2.08,1,0.33
Simulation,Pokemon Snap,N64,Nintendo,347,1999,19%,18%,61%,2%,0.68,3.63,0.66,2.23,1,0.06
Sports,FIFA Soccer 10,PS3,Electronic Arts,348,2009,68%,1%,17%,14%,2.46,3.63,0.05,0.6,1,0.52
Sports,Pro Evolution Soccer 2008,PS2,Konami Digital Entertainment,349,2007,0%,18%,1%,81%,0,3.63,0.64,0.05,1,2.93
Shooter,Call of Duty: Ghosts,PS4,Activision,350,2013,39%,1%,49%,10%,1.42,3.63,0.05,1.78,1,0.38
Action,Resident Evil 4,PS2,Capcom,351,2005,23%,13%,57%,7%,0.83,3.62,0.46,2.08,1,0.25
Shooter,Tom Clancy's The Division,PS4,Ubisoft,352,2016,45%,4%,35%,16%,1.61,3.61,0.15,1.28,1,0.57
Shooter,Star Wars: Battlefront,PS2,LucasArts,353,2004,34%,1%,53%,12%,1.22,3.61,0.03,1.93,1,0.44
Shooter,Doom II: Hell on Earth,PC,Virgin Interactive,354,1994,39%,0%,57%,4%,1.4,3.61,0,2.05,1,0.16
Racing,The Simpsons: Road Rage,PS2,Electronic Arts,355,2001,32%,0%,56%,12%,1.17,3.61,0,2.02,1,0.42
Simulation,Cooking Mama 2: Dinner With Friends,DS,505 Games,356,2007,42%,3%,45%,11%,1.5,3.61,0.1,1.61,1,0.39
Action,Luigi's Mansion,GC,Nintendo,357,2001,19%,13%,66%,3%,0.67,3.6,0.46,2.38,1,0.1
Shooter,Star Wars: Battlefront II,PS2,LucasArts,358,2005,28%,1%,61%,10%,1.02,3.59,0.03,2.18,1,0.37
Fighting,WWF SmackDown!,PS,THQ,359,2000,38%,2%,56%,4%,1.35,3.58,0.06,2.01,1,0.16
Platform,Croc: Legend of the Gobbos,PS,Fox Interactive,360,1997,50%,0%,44%,6%,1.79,3.56,0,1.57,1,0.2
Action,Grand Theft Auto: Liberty City Stories,PS2,Take-Two Interactive,361,2006,40%,2%,44%,14%,1.4,3.54,0.07,1.56,1,0.5
Action,The Getaway,PS2,Sony Computer Entertainment,362,2002,50%,1%,35%,14%,1.77,3.54,0.05,1.23,1,0.49
Action,Tomb Raider III: Adventures of Lara Croft,PS,Eidos Interactive,363,1997,45%,3%,47%,5%,1.58,3.54,0.12,1.66,1,0.18
Shooter,James Bond 007: Agent Under Fire,PS2,Electronic Arts,364,2001,32%,3%,54%,12%,1.13,3.53,0.1,1.9,1,0.41
Action,LEGO Star Wars: The Video Game,PS2,Eidos Interactive,365,2005,32%,0%,56%,12%,1.14,3.53,0.01,1.98,1,0.41
Shooter,Battlefield 4,X360,Electronic Arts,366,2013,31%,1%,61%,8%,1.08,3.53,0.02,2.14,1,0.29
Sports,FIFA Soccer 11,X360,Electronic Arts,367,2010,68%,1%,20%,11%,2.4,3.53,0.02,0.71,1,0.4
Action,Rugrats in Paris: The Movie,PS,THQ,368,2000,38%,0%,56%,7%,1.33,3.52,0,1.96,1,0.23
Platform,Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment,369,1999,34%,0%,61%,5%,1.21,3.52,0.01,2.14,1,0.17
Shooter,Left 4 Dead,X360,Electronic Arts,370,2008,14%,1%,76%,9%,0.5,3.52,0.05,2.66,1,0.3
Sports,Mario & Sonic at the Olympic Winter Games,DS,Sega,371,2009,47%,8%,35%,11%,1.66,3.52,0.27,1.22,1,0.38
Action,Resident Evil 5,X360,Capcom,372,2009,27%,3%,60%,10%,0.94,3.51,0.12,2.11,1,0.34
Platform,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,373,1996,14%,50%,33%,2%,0.5,3.51,1.75,1.17,1,0.08
Action,Assassin's Creed: Brotherhood,X360,Ubisoft,374,2010,11%,1%,81%,7%,0.39,3.5,0.03,2.84,1,0.24
Action,Kung Fu,NES,Nintendo,375,1985,11%,41%,47%,2%,0.38,3.5,1.42,1.64,1,0.06
Action,Batman: Arkham Asylum,X360,Eidos Interactive,376,2009,28%,1%,63%,9%,0.97,3.5,0.02,2.2,1,0.31
Misc,Clubhouse Games,DS,Nintendo,377,2006,52%,21%,17%,10%,1.83,3.5,0.73,0.59,1,0.35
Sports,FIFA Soccer 2004,PS2,Electronic Arts,378,,68%,1%,17%,15%,2.36,3.49,0.04,0.59,1,0.51
Shooter,Star Wars Battlefront (2015),XOne,Electronic Arts,379,2015,35%,1%,56%,9%,1.22,3.49,0.02,1.94,1,0.31
Shooter,Battlefield: Bad Company 2,X360,Electronic Arts,380,2010,29%,1%,60%,9%,1.02,3.48,0.04,2.09,1,0.32
Misc,Guitar Hero: On Tour,DS,Activision,381,2008,29%,0%,61%,10%,1.01,3.48,0.01,2.11,1,0.35
Action,Assassin's Creed: Unity,XOne,Ubisoft,382,2014,26%,0%,65%,9%,0.89,3.46,0,2.26,1,0.3
Shooter,Far Cry 3,PS3,Ubisoft,383,2012,51%,3%,26%,21%,1.75,3.45,0.1,0.88,1,0.72
Role-Playing,Monster Hunter 4,3DS,Capcom,384,2013,0%,100%,0%,0%,0,3.44,3.44,0,1,0
Shooter,Borderlands,X360,Take-Two Interactive,385,2009,21%,1%,69%,8%,0.73,3.44,0.03,2.39,1,0.29
Fighting,Tekken 4,PS2,Namco Bandai Games,386,2002,37%,10%,45%,8%,1.27,3.44,0.33,1.55,1,0.29
Shooter,Battlefield 4,PS4,Electronic Arts,387,2013,45%,5%,39%,11%,1.54,3.43,0.17,1.34,1,0.38
Platform,LittleBigPlanet 2,PS3,Sony Computer Entertainment,388,2011,31%,2%,53%,14%,1.07,3.42,0.06,1.82,1,0.47
Action,Grand Theft Auto 2,PS,Take-Two Interactive,389,1998,61%,0%,33%,6%,2.07,3.42,0,1.13,1,0.22
Role-Playing,Final Fantasy III,SNES,SquareSoft,390,1994,0%,75%,25%,1%,0,3.42,2.55,0.86,1,0.02
Action,Spider-Man 2,PS2,Activision,391,2004,35%,1%,51%,13%,1.2,3.41,0.02,1.75,1,0.43
Racing,F-1 Race,GB,Nintendo,392,1990,20%,17%,51%,12%,0.69,3.41,0.59,1.73,1,0.4
Sports,FIFA Soccer 2003,PS2,Electronic Arts,393,2002,67%,1%,14%,18%,2.28,3.4,0.05,0.46,1,0.61
Misc,Crash Bash,PS,Sony Computer Entertainment,394,2000,43%,6%,46%,5%,1.47,3.39,0.19,1.56,1,0.17
Action,LEGO Batman: The Videogame,X360,"Warner Bros, Interactive Entertainment",395,2008,30%,0%,60%,9%,1.03,3.38,0,2.03,1,0.32
Action,Metal Gear Solid V: The Phantom Pain,PS4,Konami Digital Entertainment,396,2015,40%,14%,32%,14%,1.35,3.38,0.48,1.08,1,0.47
Action,The Legend of Zelda: Spirit Tracks,DS,Nintendo,397,2009,28%,22%,42%,8%,0.94,3.38,0.74,1.43,1,0.27
Fighting,WWF War Zone,PS,Acclaim Entertainment,398,1998,23%,0%,74%,4%,0.76,3.36,0,2.47,1,0.13
Action,The Legend of Zelda: Majora's Mask,N64,Nintendo,399,2000,20%,22%,57%,2%,0.67,3.36,0.73,1.9,1,0.06
Puzzle,Professor Layton and the Unwound Future,DS,Nintendo,400,2008,48%,24%,19%,8%,1.61,3.36,0.82,0.65,1,0.28
Adventure,Rugrats: Search For Reptar,PS,THQ,401,1998,46%,0%,49%,5%,1.53,3.34,0,1.63,1,0.18
Action,Assassin's Creed IV: Black Flag,X360,Ubisoft,402,2013,34%,0%,57%,9%,1.14,3.34,0.01,1.9,1,0.29
Misc,English Training: Have Fun Improving Your Skills!,DS,Nintendo,403,2006,30%,70%,0%,1%,0.99,3.33,2.32,0,1,0.02
Shooter,James Bond 007: Nightfire,PS2,Electronic Arts,404,2002,39%,4%,44%,14%,1.29,3.33,0.12,1.45,1,0.46
Platform,Ratchet & Clank,PS2,Sony Computer Entertainment,405,2002,30%,17%,43%,9%,1.01,3.33,0.57,1.44,1,0.3
Misc,Mario Party 9,Wii,Nintendo,406,2012,35%,23%,35%,7%,1.17,3.32,0.76,1.15,1,0.24
Action,Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,407,2005,42%,1%,44%,13%,1.39,3.32,0.03,1.47,1,0.43
Shooter,Max Payne,PS2,Take-Two Interactive,408,2001,32%,2%,60%,7%,1.05,3.31,0.05,1.99,1,0.22
Action,The Lord of the Rings: The Return of the King,PS2,Electronic Arts,409,2003,39%,2%,46%,14%,1.28,3.28,0.05,1.5,1,0.46
Action,Assassin's Creed Syndicate,PS4,Ubisoft,410,2015,59%,2%,24%,15%,1.92,3.28,0.06,0.8,1,0.5
Shooter,Destiny,XOne,Activision,411,2014,28%,0%,65%,7%,0.92,3.28,0,2.13,1,0.23
Action,True Crime: Streets of LA,PS2,Activision,412,2003,32%,1%,58%,9%,1.05,3.27,0.02,1.89,1,0.31
Misc,Wii Music,Wii,Nintendo,413,2008,35%,14%,42%,10%,1.13,3.27,0.46,1.36,1,0.32
Racing,Gran Turismo (PSP),PSP,Sony Computer Entertainment,414,2009,49%,9%,15%,27%,1.59,3.27,0.31,0.5,1,0.87
Action,Monster Hunter X,3DS,Capcom,415,2015,6%,85%,8%,1%,0.19,3.26,2.78,0.25,1,0.04
Fighting,Tekken,PS,Sony Computer Entertainment,416,1995,40%,24%,29%,7%,1.3,3.24,0.77,0.95,1,0.22
